Household.Num,Income,FamilySize,NumAdults,RandData,IncomeBin,FSBin,AdultBin
7212848,87500,1,1,1,75-100,1,1
7212945,87500,5,4,0,75-100,4-5,3-4
7213242,62500,2,2,1,50-75,2,2
7213545,150000,2,2,1,>150,2,2
7213557,45000,6,6,0,25-50,>=6,5-6
7214848,17500,2,2,1,<25,2,2
7215242,62500,1,1,1,50-75,1,1
7216848,25000,4,4,1,25-50,4-5,3-4
7217343,112500,4,4,1,100-150,4-5,3-4
7217545,150000,8,6,1,>150,>=6,5-6
7219848,45000,2,2,1,25-50,2,2
7220140,112500,2,2,0,100-150,2,2
7223343,87500,8,4,1,75-100,>=6,3-4
7224646,150000,4,4,1,>150,4-5,3-4
7226848,150000,3,2,1,>150,3,2
7229848,87500,3,2,1,75-100,3,2
7230141,150000,3,3,1,>150,3,3-4
7230646,87500,3,3,1,75-100,3,3-4
7240813,62500,1,1,0,50-75,1,1
7241242,87500,4,2,1,75-100,4-5,2
7241545,62500,4,4,1,50-75,4-5,3-4
7242444,35000,3,2,1,25-50,3,2
7247141,150000,1,1,1,>150,1,1
7247747,150000,4,4,1,>150,4-5,3-4
7247848,87500,2,2,1,75-100,2,2
7248545,87500,1,1,1,75-100,1,1
7248848,45000,2,1,1,25-50,2,1
7251545,25000,4,1,1,25-50,4-5,1
7258444,17500,2,1,1,<25,2,1
7265747,62500,1,1,1,50-75,1,1
7266781,45000,1,1,0,25-50,1,1
7268141,150000,4,2,1,>150,4-5,2
7270242,87500,4,3,1,75-100,4-5,3-4
7273545,87500,2,2,1,75-100,2,2
7273747,87500,5,3,1,75-100,4-5,3-4
7274242,150000,4,4,1,>150,4-5,3-4
7274848,45000,2,1,1,25-50,2,1
7278646,112500,7,4,1,100-150,>=6,3-4
7281141,112500,7,6,1,100-150,>=6,5-6
7283545,62500,2,2,1,50-75,2,2
7286231,112500,7,6,0,100-150,>=6,5-6
7286444,25000,1,1,1,25-50,1,1
7289545,87500,3,2,1,75-100,3,2
7289747,45000,1,1,1,25-50,1,1
7293444,45000,2,1,1,25-50,2,1
7297646,45000,2,1,1,25-50,2,1
7298646,45000,2,2,1,25-50,2,2
7299646,112500,4,3,1,100-150,4-5,3-4
7300343,87500,6,6,1,75-100,>=6,5-6
7300442,112500,3,2,0,100-150,3,2
7300545,112500,4,4,1,100-150,4-5,3-4
7301141,62500,4,4,1,50-75,4-5,3-4
7301646,112500,5,4,1,100-150,4-5,3-4
7301747,112500,2,2,1,100-150,2,2
7301832,62500,3,2,0,50-75,3,2
7302141,87500,5,4,1,75-100,4-5,3-4
7302343,62500,4,2,1,50-75,4-5,2
7302545,62500,6,2,1,50-75,>=6,2
7303141,62500,3,3,1,50-75,3,3-4
7304056,87500,3,2,0,75-100,3,2
7304545,112500,4,4,1,100-150,4-5,3-4
7305242,25000,2,2,1,25-50,2,2
7305646,25000,1,1,1,25-50,1,1
7305848,87500,3,2,1,75-100,3,2
7306444,87500,4,2,1,75-100,4-5,2
7307150,150000,6,4,0,>150,>=6,3-4
7308545,62500,2,2,1,50-75,2,2
7308848,62500,4,4,1,50-75,4-5,3-4
7309747,87500,2,2,1,75-100,2,2
7310848,62500,2,2,1,50-75,2,2
7311242,62500,2,2,1,50-75,2,2
7311646,45000,1,1,1,25-50,1,1
7311747,87500,4,4,1,75-100,4-5,3-4
7312141,62500,1,1,1,50-75,1,1
7312242,25000,1,1,1,25-50,1,1
7312444,112500,2,2,1,100-150,2,2
7312747,150000,8,5,1,>150,>=6,5-6
7312848,62500,5,2,1,50-75,4-5,2
7313242,62500,5,4,1,50-75,4-5,3-4
7313343,87500,2,1,1,75-100,2,1
7313444,62500,4,3,1,50-75,4-5,3-4
7313646,62500,4,2,1,50-75,4-5,2
7313747,62500,1,1,1,50-75,1,1
7315242,35000,4,3,1,25-50,4-5,3-4
7315848,150000,5,2,1,>150,4-5,2
7317545,17500,2,2,1,<25,2,2
7318646,45000,2,2,1,25-50,2,2
7319545,150000,1,1,1,>150,1,1
7320747,112500,4,3,1,100-150,4-5,3-4
7322141,25000,3,3,1,25-50,3,3-4
7322545,62500,3,3,1,50-75,3,3-4
7322646,62500,3,2,1,50-75,3,2
7323155,62500,4,2,0,50-75,4-5,2
7323848,87500,4,3,1,75-100,4-5,3-4
7324141,45000,2,2,1,25-50,2,2
7325141,62500,5,5,1,50-75,4-5,5-6
7326545,35000,2,2,1,25-50,2,2
7329545,112500,3,2,1,100-150,3,2
7329646,87500,4,3,1,75-100,4-5,3-4
7331141,62500,4,2,1,50-75,4-5,2
7331347,87500,5,5,0,75-100,4-5,5-6
7331545,25000,3,3,1,25-50,3,3-4
7332242,87500,2,2,1,75-100,2,2
7332343,25000,3,3,1,25-50,3,3-4
7332889,87500,5,4,0,75-100,4-5,3-4
7333343,87500,5,4,1,75-100,4-5,3-4
7333848,87500,3,3,1,75-100,3,3-4
7334545,87500,3,2,1,75-100,3,2
7335747,87500,3,3,1,75-100,3,3-4
7336141,62500,2,2,1,50-75,2,2
7337242,87500,3,3,1,75-100,3,3-4
7339848,62500,4,4,1,50-75,4-5,3-4
7340343,112500,5,4,1,100-150,4-5,3-4
7340545,62500,2,2,1,50-75,2,2
7341444,10000,1,1,1,<25,1,1
7342646,87500,6,3,1,75-100,>=6,3-4
7344242,87500,4,4,1,75-100,4-5,3-4
7344747,35000,2,2,1,25-50,2,2
7344848,112500,2,2,1,100-150,2,2
7346141,35000,5,5,1,25-50,4-5,5-6
7346444,10000,3,3,1,<25,3,3-4
7349340,62500,3,3,0,50-75,3,3-4
7350848,87500,6,5,1,75-100,>=6,5-6
7356141,35000,2,1,1,25-50,2,1
7356646,62500,3,3,1,50-75,3,3-4
7356747,62500,4,4,1,50-75,4-5,3-4
7357646,62500,3,2,1,50-75,3,2
7357848,62500,5,4,1,50-75,4-5,3-4
7359242,150000,5,4,1,>150,4-5,3-4
7360646,45000,3,3,1,25-50,3,3-4
7361310,25000,3,3,0,25-50,3,3-4
7361545,87500,3,3,1,75-100,3,3-4
7362111,87500,6,5,0,75-100,>=6,5-6
7363848,87500,3,3,1,75-100,3,3-4
7364848,87500,4,4,1,75-100,4-5,3-4
7366444,35000,4,4,1,25-50,4-5,3-4
7366646,150000,6,4,1,>150,>=6,3-4
7367343,87500,3,3,1,75-100,3,3-4
7368747,112500,3,3,1,100-150,3,3-4
7370646,150000,6,5,1,>150,>=6,5-6
7372747,150000,2,2,1,>150,2,2
7373343,112500,2,2,1,100-150,2,2
7373747,87500,2,2,1,75-100,2,2
7374646,87500,3,3,1,75-100,3,3-4
7374848,87500,3,3,1,75-100,3,3-4
7376747,62500,2,2,1,50-75,2,2
7377242,87500,3,2,1,75-100,3,2
7380848,150000,5,4,1,>150,4-5,3-4
7383242,87500,5,4,1,75-100,4-5,3-4
7387646,62500,3,3,1,50-75,3,3-4
7388343,35000,2,2,1,25-50,2,2
7388545,45000,1,1,1,25-50,1,1
7389545,62500,2,2,1,50-75,2,2
7390141,87500,4,3,1,75-100,4-5,3-4
7390226,87500,3,2,0,75-100,3,2
7390646,87500,2,2,1,75-100,2,2
7392480,87500,5,3,0,75-100,4-5,3-4
7393343,45000,7,6,1,25-50,>=6,5-6
7393444,87500,3,2,1,75-100,3,2
7394545,112500,3,3,1,100-150,3,3-4
7395444,87500,2,2,1,75-100,2,2
7396747,87500,2,1,1,75-100,2,1
7398747,150000,4,4,1,>150,4-5,3-4
7399444,112500,4,2,1,100-150,4-5,2
7401444,45000,3,3,1,25-50,3,3-4
7401848,25000,2,1,1,25-50,2,1
7401890,112500,3,2,0,100-150,3,2
7402747,35000,3,3,1,25-50,3,3-4
7405242,62500,4,4,1,50-75,4-5,3-4
7406646,62500,4,4,1,50-75,4-5,3-4
7407747,45000,3,3,1,25-50,3,3-4
7412141,112500,5,5,1,100-150,4-5,5-6
7413545,87500,3,2,1,75-100,3,2
7413747,150000,3,3,1,>150,3,3-4
7416088,112500,4,4,0,100-150,4-5,3-4
7416343,62500,2,2,1,50-75,2,2
7417141,45000,2,2,1,25-50,2,2
7418545,35000,3,3,1,25-50,3,3-4
7419848,87500,5,5,1,75-100,4-5,5-6
7420141,62500,2,2,1,50-75,2,2
7420487,45000,2,1,0,25-50,2,1
7420747,62500,2,2,1,50-75,2,2
7425343,10000,1,1,1,<25,1,1
7425747,150000,2,2,1,>150,2,2
7428444,35000,2,2,1,25-50,2,2
7428545,25000,4,4,1,25-50,4-5,3-4
7432747,62500,4,4,1,50-75,4-5,3-4
7434343,150000,6,5,1,>150,>=6,5-6
7434747,45000,4,4,1,25-50,4-5,3-4
7442444,62500,3,3,1,50-75,3,3-4
7442646,25000,1,1,1,25-50,1,1
7449343,62500,6,6,1,50-75,>=6,5-6
7453141,150000,7,5,1,>150,>=6,5-6
7456343,45000,2,2,1,25-50,2,2
7458010,62500,2,2,0,50-75,2,2
7460834,62500,1,1,0,50-75,1,1
7473747,87500,5,4,1,75-100,4-5,3-4
7492747,87500,5,3,1,75-100,4-5,3-4
7500343,45000,4,3,1,25-50,4-5,3-4
7501444,150000,5,3,1,>150,4-5,3-4
7505848,35000,1,1,1,25-50,1,1
7506242,62500,2,2,1,50-75,2,2
7508343,62500,2,2,1,50-75,2,2
7522848,87500,4,4,1,75-100,4-5,3-4
7524747,87500,3,2,1,75-100,3,2
7528747,62500,8,6,1,50-75,>=6,5-6
7528792,62500,3,3,0,50-75,3,3-4
7532237,87500,2,2,0,75-100,2,2
7538343,45000,2,2,1,25-50,2,2
7540646,25000,5,3,1,25-50,4-5,3-4
7542545,45000,2,2,1,25-50,2,2
7545444,150000,3,3,1,>150,3,3-4
7545646,150000,3,3,1,>150,3,3-4
7545747,45000,5,5,1,25-50,4-5,5-6
7546141,62500,3,2,1,50-75,3,2
7546747,25000,2,2,1,25-50,2,2
7549141,150000,6,5,1,>150,>=6,5-6
7558545,112500,2,2,1,100-150,2,2
7560444,87500,3,3,1,75-100,3,3-4
7560591,62500,5,4,0,50-75,4-5,3-4
7561747,45000,4,4,1,25-50,4-5,3-4
7562141,62500,5,5,1,50-75,4-5,5-6
7564444,150000,2,2,1,>150,2,2
7569182,87500,1,1,0,75-100,1,1
7571242,62500,3,2,1,50-75,3,2
7573343,62500,4,3,1,50-75,4-5,3-4
7575444,25000,1,1,1,25-50,1,1
7576444,35000,5,4,1,25-50,4-5,3-4
7577545,150000,5,5,1,>150,4-5,5-6
7578343,62500,4,2,1,50-75,4-5,2
7582141,62500,6,6,1,50-75,>=6,5-6
7585444,17500,5,4,1,<25,4-5,3-4
7585747,87500,6,6,1,75-100,>=6,5-6
7586646,62500,3,2,1,50-75,3,2
7590553,62500,6,4,0,50-75,>=6,3-4
7591141,112500,4,3,1,100-150,4-5,3-4
7591545,87500,4,4,1,75-100,4-5,3-4
7594242,35000,1,1,1,25-50,1,1
7594766,150000,1,1,0,>150,1,1
7595343,150000,6,5,1,>150,>=6,5-6
7597141,45000,3,3,1,25-50,3,3-4
7598848,45000,3,2,1,25-50,3,2
7602747,17500,2,2,1,<25,2,2
7603141,45000,3,2,1,25-50,3,2
7611242,45000,5,4,1,25-50,4-5,3-4
7612545,35000,1,1,1,25-50,1,1
7617242,62500,2,2,1,50-75,2,2
7618141,150000,5,3,1,>150,4-5,3-4
7618646,62500,4,4,1,50-75,4-5,3-4
7620646,150000,6,4,1,>150,>=6,3-4
7621336,62500,3,3,0,50-75,3,3-4
7622141,62500,4,4,1,50-75,4-5,3-4
7624141,62500,4,2,1,50-75,4-5,2
7624444,62500,2,1,1,50-75,2,1
7624646,45000,6,4,1,25-50,>=6,3-4
7628444,62500,6,6,1,50-75,>=6,5-6
7629141,62500,2,2,1,50-75,2,2
7631545,62500,3,3,1,50-75,3,3-4
7635545,150000,3,2,1,>150,3,2
7639242,35000,4,4,1,25-50,4-5,3-4
7644343,87500,6,6,1,75-100,>=6,5-6
7645242,87500,2,2,1,75-100,2,2
7646242,87500,5,3,1,75-100,4-5,3-4
7647141,62500,3,2,1,50-75,3,2
7650444,62500,4,3,1,50-75,4-5,3-4
7650874,45000,2,2,0,25-50,2,2
7654296,150000,2,1,0,>150,2,1
7655444,87500,4,4,1,75-100,4-5,3-4
7657747,62500,7,3,1,50-75,>=6,3-4
7659242,62500,2,2,1,50-75,2,2
7663308,35000,2,2,0,25-50,2,2
7664141,87500,5,2,1,75-100,4-5,2
7664242,87500,5,4,1,75-100,4-5,3-4
7666382,45000,1,1,0,25-50,1,1
7669908,62500,3,2,0,50-75,3,2
7670141,25000,3,2,1,25-50,3,2
7672141,62500,5,3,1,50-75,4-5,3-4
7673848,112500,3,3,1,100-150,3,3-4
7677242,62500,1,1,1,50-75,1,1
7680444,112500,5,4,1,100-150,4-5,3-4
7688141,87500,2,2,1,75-100,2,2
7689343,112500,2,2,1,100-150,2,2
7689646,62500,5,2,1,50-75,4-5,2
7694646,87500,3,2,1,75-100,3,2
7694747,87500,1,1,1,75-100,1,1
7695747,112500,4,3,1,100-150,4-5,3-4
7695848,150000,5,4,1,>150,4-5,3-4
7704646,87500,6,6,1,75-100,>=6,5-6
7705444,87500,3,3,1,75-100,3,3-4
7707242,150000,5,2,1,>150,4-5,2
7708646,62500,5,4,1,50-75,4-5,3-4
7710242,150000,3,2,1,>150,3,2
7715141,150000,4,2,1,>150,4-5,2
7717458,150000,6,5,0,>150,>=6,5-6
7717545,87500,5,5,1,75-100,4-5,5-6
7717848,150000,3,2,1,>150,3,2
7721141,150000,5,5,1,>150,4-5,5-6
7722848,62500,2,2,1,50-75,2,2
7724848,150000,3,2,1,>150,3,2
7727646,87500,3,2,1,75-100,3,2
7727848,35000,2,2,1,25-50,2,2
7729545,25000,1,1,1,25-50,1,1
7730242,150000,2,2,1,>150,2,2
7734747,150000,4,2,1,>150,4-5,2
7736848,87500,7,5,1,75-100,>=6,5-6
7738343,45000,2,2,1,25-50,2,2
7738848,10000,3,2,1,<25,3,2
7740545,150000,1,1,1,>150,1,1
7743747,35000,2,1,1,25-50,2,1
7745444,17500,1,1,1,<25,1,1
7747747,45000,2,1,1,25-50,2,1
7749747,62500,1,1,1,50-75,1,1
7751444,45000,2,2,1,25-50,2,2
7753747,150000,2,2,1,>150,2,2
7754646,62500,3,2,1,50-75,3,2
7760343,112500,5,2,1,100-150,4-5,2
7760545,87500,2,2,1,75-100,2,2
7762848,62500,5,4,1,50-75,4-5,3-4
7767747,62500,2,2,1,50-75,2,2
7771545,87500,3,2,1,75-100,3,2
7773545,62500,4,4,1,50-75,4-5,3-4
7795646,150000,3,3,1,>150,3,3-4
7797545,35000,4,3,1,25-50,4-5,3-4
7798242,112500,4,2,1,100-150,4-5,2
7798545,62500,2,2,1,50-75,2,2
7806242,150000,4,4,1,>150,4-5,3-4
7807545,112500,5,2,1,100-150,4-5,2
7808444,62500,2,1,1,50-75,2,1
7809141,62500,4,3,1,50-75,4-5,3-4
7811343,150000,3,3,1,>150,3,3-4
7811747,112500,5,2,1,100-150,4-5,2
7811956,62500,3,2,0,50-75,3,2
7813141,45000,3,3,1,25-50,3,3-4
7814246,62500,1,1,0,50-75,1,1
7821514,10000,1,1,0,<25,1,1
7822190,112500,3,2,0,100-150,3,2
7824141,62500,2,1,1,50-75,2,1
7825646,45000,5,4,1,25-50,4-5,3-4
7829747,87500,1,1,1,75-100,1,1
7835141,35000,1,1,1,25-50,1,1
7835747,35000,5,2,1,25-50,4-5,2
7838212,62500,2,2,0,50-75,2,2
7841747,62500,4,2,1,50-75,4-5,2
7842242,87500,5,4,1,75-100,4-5,3-4
7846444,150000,5,5,1,>150,4-5,5-6
7847534,112500,3,2,0,100-150,3,2
7850646,87500,4,4,1,75-100,4-5,3-4
7853141,112500,5,4,1,100-150,4-5,3-4
7854444,150000,4,2,1,>150,4-5,2
7857956,150000,2,2,0,>150,2,2
7863909,150000,5,3,0,>150,4-5,3-4
7866444,62500,1,1,1,50-75,1,1
7867545,62500,2,2,1,50-75,2,2
7868242,112500,5,3,1,100-150,4-5,3-4
7872545,62500,5,5,1,50-75,4-5,5-6
7873545,112500,4,2,1,100-150,4-5,2
7875848,62500,2,2,1,50-75,2,2
7886444,25000,5,2,1,25-50,4-5,2
7888343,35000,1,1,1,25-50,1,1
7891343,35000,5,4,1,25-50,4-5,3-4
7892444,112500,3,3,1,100-150,3,3-4
7894075,150000,4,2,0,>150,4-5,2
7894444,150000,2,2,1,>150,2,2
7896133,35000,2,2,0,25-50,2,2
7906343,10000,2,2,1,<25,2,2
7917343,62500,3,2,1,50-75,3,2
7918141,25000,3,3,1,25-50,3,3-4
7918545,87500,3,2,1,75-100,3,2
7919545,62500,2,1,1,50-75,2,1
7921343,62500,4,3,1,50-75,4-5,3-4
7925444,150000,3,2,1,>150,3,2
7927545,112500,1,1,1,100-150,1,1
7927848,45000,1,1,1,25-50,1,1
7928747,62500,2,2,1,50-75,2,2
7936141,112500,3,3,1,100-150,3,3-4
7937862,112500,4,4,0,100-150,4-5,3-4
7938747,87500,4,3,1,75-100,4-5,3-4
7940672,35000,4,3,0,25-50,4-5,3-4
7940848,87500,5,3,1,75-100,4-5,3-4
7947242,62500,1,1,1,50-75,1,1
7951242,150000,4,3,1,>150,4-5,3-4
7953343,150000,3,2,1,>150,3,2
7953545,150000,2,2,1,>150,2,2
7960141,150000,4,4,1,>150,4-5,3-4
7964242,62500,5,3,1,50-75,4-5,3-4
7967453,10000,1,1,0,<25,1,1
7967747,25000,3,3,1,25-50,3,3-4
7969343,62500,5,3,1,50-75,4-5,3-4
7972343,150000,5,2,1,>150,4-5,2
7972545,150000,3,2,1,>150,3,2
7975141,150000,3,2,1,>150,3,2
7986242,62500,2,2,1,50-75,2,2
7989646,87500,5,5,1,75-100,4-5,5-6
7993747,112500,4,2,1,100-150,4-5,2
7994848,25000,1,1,1,25-50,1,1
7999545,112500,6,4,1,100-150,>=6,3-4
8000747,112500,5,3,1,100-150,4-5,3-4
8000848,62500,3,2,1,50-75,3,2
8001242,10000,1,1,1,<25,1,1
8002746,112500,4,3,0,100-150,4-5,3-4
8002848,150000,3,3,1,>150,3,3-4
8012545,25000,2,1,1,25-50,2,1
8013503,62500,3,3,0,50-75,3,3-4
8021343,150000,2,2,1,>150,2,2
8022785,150000,3,2,0,>150,3,2
8023848,112500,1,1,1,100-150,1,1
8027141,112500,3,1,1,100-150,3,1
8027343,25000,2,1,1,25-50,2,1
8029141,62500,1,1,1,50-75,1,1
8029545,150000,3,2,1,>150,3,2
8030141,112500,2,2,1,100-150,2,2
8031141,150000,5,4,1,>150,4-5,3-4
8031747,150000,3,3,1,>150,3,3-4
8033646,35000,2,2,1,25-50,2,2
8033747,150000,3,2,1,>150,3,2
8035444,112500,1,1,1,100-150,1,1
8039141,150000,2,2,1,>150,2,2
8039747,150000,3,3,1,>150,3,3-4
8050177,87500,1,1,0,75-100,1,1
8053848,62500,2,2,1,50-75,2,2
8054141,112500,3,2,1,100-150,3,2
8054444,62500,5,5,1,50-75,4-5,5-6
8060545,45000,5,4,1,25-50,4-5,3-4
8061242,62500,4,4,1,50-75,4-5,3-4
8067343,62500,1,1,1,50-75,1,1
8072343,150000,2,2,1,>150,2,2
8072444,150000,2,2,1,>150,2,2
8077848,150000,5,5,1,>150,4-5,5-6
8078747,150000,3,3,1,>150,3,3-4
8083141,62500,6,6,1,50-75,>=6,5-6
8088242,150000,2,2,1,>150,2,2
8090723,45000,3,3,0,25-50,3,3-4
8095545,62500,1,1,1,50-75,1,1
8097646,62500,2,2,1,50-75,2,2
8098242,35000,1,1,1,25-50,1,1
8102444,35000,5,5,1,25-50,4-5,5-6
8105444,62500,3,1,1,50-75,3,1
8106141,62500,1,1,1,50-75,1,1
8107545,150000,2,2,1,>150,2,2
8110848,87500,4,4,1,75-100,4-5,3-4
8111646,62500,1,1,1,50-75,1,1
8114747,62500,5,2,1,50-75,4-5,2
8115848,150000,5,5,1,>150,4-5,5-6
8118545,62500,2,2,1,50-75,2,2
8118646,35000,5,5,1,25-50,4-5,5-6
8120545,62500,3,2,1,50-75,3,2
8120848,87500,3,2,1,75-100,3,2
8126141,62500,1,1,1,50-75,1,1
8126242,35000,1,1,1,25-50,1,1
8126848,150000,8,4,1,>150,>=6,3-4
8127848,62500,3,2,1,50-75,3,2
8128627,62500,5,3,0,50-75,4-5,3-4
8133747,45000,4,3,1,25-50,4-5,3-4
8136242,150000,4,3,1,>150,4-5,3-4
8136646,150000,4,3,1,>150,4-5,3-4
8136717,112500,1,1,0,100-150,1,1
8139242,112500,1,1,1,100-150,1,1
8143141,87500,5,4,1,75-100,4-5,3-4
8145242,45000,3,2,1,25-50,3,2
8146141,25000,4,4,1,25-50,4-5,3-4
8146600,87500,4,4,0,75-100,4-5,3-4
8147747,87500,1,1,1,75-100,1,1
8149343,112500,3,2,1,100-150,3,2
8150141,62500,2,2,1,50-75,2,2
8150444,62500,1,1,1,50-75,1,1
8153444,62500,6,4,1,50-75,>=6,3-4
8159848,87500,5,4,1,75-100,4-5,3-4
8163343,150000,4,3,1,>150,4-5,3-4
8165848,62500,2,2,1,50-75,2,2
8166141,150000,4,2,1,>150,4-5,2
8168545,10000,3,2,1,<25,3,2
8171372,45000,4,2,0,25-50,4-5,2
8171444,62500,3,3,1,50-75,3,3-4
8172141,175000,2,2,1,>150,2,2
8176242,87500,2,1,1,75-100,2,1
8176545,87500,3,2,1,75-100,3,2
8177848,35000,7,6,1,25-50,>=6,5-6
8178343,87500,5,5,1,75-100,4-5,5-6
8179141,45000,3,2,1,25-50,3,2
8180747,112500,3,2,1,100-150,3,2
8181646,87500,4,3,1,75-100,4-5,3-4
8181747,150000,7,3,1,>150,>=6,3-4
8183141,45000,1,1,1,25-50,1,1
8185242,150000,4,2,1,>150,4-5,2
8187444,150000,4,4,1,>150,4-5,3-4
8188444,25000,1,1,1,25-50,1,1
8189444,62500,4,3,1,50-75,4-5,3-4
8191343,112500,3,2,1,100-150,3,2
8192242,87500,3,2,1,75-100,3,2
8192848,87500,2,2,1,75-100,2,2
8196646,150000,3,2,1,>150,3,2
8198747,112500,3,3,1,100-150,3,3-4
8199222,45000,4,4,0,25-50,4-5,3-4
8199242,150000,6,6,1,>150,>=6,5-6
8200141,87500,3,2,1,75-100,3,2
8201242,150000,5,3,1,>150,4-5,3-4
8201343,45000,4,4,1,25-50,4-5,3-4
8203794,150000,3,3,0,>150,3,3-4
8205747,150000,2,2,1,>150,2,2
8208343,10000,1,1,1,<25,1,1
8211343,87500,4,4,1,75-100,4-5,3-4
8211965,112500,6,2,0,100-150,>=6,2
8213848,62500,2,2,1,50-75,2,2
8215646,87500,2,1,1,75-100,2,1
8217242,25000,1,1,1,25-50,1,1
8222141,87500,3,2,1,75-100,3,2
8222242,45000,3,3,1,25-50,3,3-4
8222444,62500,3,2,1,50-75,3,2
8226444,62500,3,2,1,50-75,3,2
8226545,25000,1,1,1,25-50,1,1
8227141,150000,4,4,1,>150,4-5,3-4
8229242,10000,2,2,1,<25,2,2
8229996,112500,2,2,0,100-150,2,2
8230620,150000,3,2,0,>150,3,2
8231141,62500,1,1,1,50-75,1,1
8231545,62500,2,2,1,50-75,2,2
8246444,87500,5,3,1,75-100,4-5,3-4
8247343,150000,5,4,1,>150,4-5,3-4
8254747,87500,5,4,1,75-100,4-5,3-4
8255141,112500,2,2,1,100-150,2,2
8260545,45000,5,4,1,25-50,4-5,3-4
8264545,17500,3,2,1,<25,3,2
8266545,112500,1,1,1,100-150,1,1
8271545,150000,4,4,1,>150,4-5,3-4
8274343,112500,6,5,1,100-150,>=6,5-6
8276444,87500,5,4,1,75-100,4-5,3-4
8276747,150000,4,3,1,>150,4-5,3-4
8284964,87500,2,2,0,75-100,2,2
8287545,62500,1,1,1,50-75,1,1
8287646,62500,9,6,1,50-75,>=6,5-6
8288747,87500,2,2,1,75-100,2,2
8289848,87500,6,5,1,75-100,>=6,5-6
8292343,112500,2,2,1,100-150,2,2
8293545,150000,5,3,1,>150,4-5,3-4
8295343,150000,6,5,1,>150,>=6,5-6
8296242,87500,3,3,1,75-100,3,3-4
8297747,62500,2,2,1,50-75,2,2
8303848,150000,6,5,1,>150,>=6,5-6
8306848,62500,2,2,1,50-75,2,2
8309747,87500,3,3,1,75-100,3,3-4
8311747,150000,4,4,1,>150,4-5,3-4
8316444,45000,3,2,1,25-50,3,2
8320385,112500,4,3,0,100-150,4-5,3-4
8321262,62500,3,2,0,50-75,3,2
8321747,87500,3,3,1,75-100,3,3-4
8325444,87500,4,3,1,75-100,4-5,3-4
8327444,62500,2,2,1,50-75,2,2
8328545,150000,5,5,1,>150,4-5,5-6
8329141,112500,4,3,1,100-150,4-5,3-4
8329747,10000,2,1,1,<25,2,1
8330343,62500,6,6,1,50-75,>=6,5-6
8330646,150000,6,6,1,>150,>=6,5-6
8334747,87500,2,1,1,75-100,2,1
8335848,87500,1,1,1,75-100,1,1
8336242,45000,1,1,1,25-50,1,1
8336444,62500,2,2,1,50-75,2,2
8343141,150000,3,3,1,>150,3,3-4
8343873,62500,6,6,0,50-75,>=6,5-6
8344242,17500,2,2,1,<25,2,2
8345747,150000,3,2,1,>150,3,2
8347343,112500,2,2,1,100-150,2,2
8348141,87500,3,3,1,75-100,3,3-4
8348343,87500,2,2,1,75-100,2,2
8350545,112500,2,2,1,100-150,2,2
8350747,112500,5,5,1,100-150,4-5,5-6
8351444,45000,4,4,1,25-50,4-5,3-4
8353954,150000,4,3,0,>150,4-5,3-4
8354141,62500,5,5,1,50-75,4-5,5-6
8356545,150000,2,2,1,>150,2,2
8357545,150000,2,2,1,>150,2,2
8369688,62500,1,1,0,50-75,1,1
8370444,150000,3,2,1,>150,3,2
8372848,150000,2,2,1,>150,2,2
8378242,150000,1,1,1,>150,1,1
8378545,45000,2,2,1,25-50,2,2
8379691,112500,1,1,0,100-150,1,1
8381545,150000,6,5,1,>150,>=6,5-6
8385242,150000,3,2,1,>150,3,2
8392444,62500,3,2,1,50-75,3,2
8393343,10000,1,1,1,<25,1,1
8394747,150000,3,2,1,>150,3,2
8401052,87500,6,4,0,75-100,>=6,3-4
8403848,150000,6,2,1,>150,>=6,2
8405747,35000,3,2,1,25-50,3,2
8405848,150000,4,4,1,>150,4-5,3-4
8406141,62500,3,2,1,50-75,3,2
8407646,150000,4,3,1,>150,4-5,3-4
8410343,17500,1,1,1,<25,1,1
8410646,62500,3,2,1,50-75,3,2
8410747,150000,4,2,1,>150,4-5,2
8410848,62500,5,5,1,50-75,4-5,5-6
8411343,112500,2,2,1,100-150,2,2
8412747,17500,2,2,1,<25,2,2
8413343,150000,3,3,1,>150,3,3-4
8416747,87500,1,1,1,75-100,1,1
8417343,87500,2,2,1,75-100,2,2
8421848,150000,3,2,1,>150,3,2
8422646,62500,4,4,1,50-75,4-5,3-4
8424444,200001,1,1,1,>150,1,1
8425848,62500,5,4,1,50-75,4-5,3-4
8434141,45000,1,1,1,25-50,1,1
8442444,62500,3,3,1,50-75,3,3-4
8443444,150000,2,2,1,>150,2,2
8447343,150000,2,2,1,>150,2,2
8447444,62500,3,3,1,50-75,3,3-4
8447646,62500,2,2,1,50-75,2,2
8448242,112500,3,3,1,100-150,3,3-4
8452848,112500,3,3,1,100-150,3,3-4
8453154,150000,2,2,0,>150,2,2
8454848,10000,1,1,1,<25,1,1
8459848,45000,4,2,1,25-50,4-5,2
8460343,150000,3,3,1,>150,3,3-4
8463770,62500,3,3,0,50-75,3,3-4
8464545,87500,3,2,1,75-100,3,2
8467575,150000,2,2,0,>150,2,2
8470545,87500,5,2,1,75-100,4-5,2
8472343,35000,2,2,1,25-50,2,2
8478646,62500,2,2,1,50-75,2,2
8479343,150000,2,2,1,>150,2,2
8482444,150000,2,2,1,>150,2,2
8482545,45000,2,2,1,25-50,2,2
8486242,35000,2,2,1,25-50,2,2
