Household.Num,Income,FamilySize,NumAdults,RandData,IncomeBin,FSBin,AdultBin
9727747,150000,5,2,1,>150,4-5,2
9728444,62500,1,1,1,50-75,1,1
9729141,150000,2,2,1,>150,2,2
9732444,150000,6,6,1,>150,>=6,5-6
9749642,112500,5,5,0,100-150,4-5,5-6
9752329,150000,2,2,0,>150,2,2
9752646,150000,3,2,1,>150,3,2
9752691,62500,3,2,0,50-75,3,2
9754646,150000,4,3,1,>150,4-5,3-4
9757242,35000,2,2,1,25-50,2,2
9765343,150000,4,4,1,>150,4-5,3-4
9770545,87500,5,2,1,75-100,4-5,2
9772545,150000,4,2,1,>150,4-5,2
9773141,45000,2,2,1,25-50,2,2
9774444,150000,5,5,1,>150,4-5,5-6
9801444,17500,1,1,1,<25,1,1
9803565,25000,2,2,0,25-50,2,2
9810761,87500,3,2,0,75-100,3,2
9813242,62500,4,2,1,50-75,4-5,2
9814848,150000,3,3,1,>150,3,3-4
9815545,87500,2,2,1,75-100,2,2
9821646,62500,3,2,1,50-75,3,2
9827444,35000,1,1,1,25-50,1,1
9828343,112500,3,3,1,100-150,3,3-4
9830343,112500,2,2,1,100-150,2,2
9831242,62500,4,4,1,50-75,4-5,3-4
9834242,150000,3,2,1,>150,3,2
9840545,45000,3,3,1,25-50,3,3-4
9851747,87500,1,1,1,75-100,1,1
9854242,112500,3,2,1,100-150,3,2
9856141,25000,3,3,1,25-50,3,3-4
9859270,87500,5,4,0,75-100,4-5,3-4
9860848,150000,1,1,1,>150,1,1
9862343,62500,5,2,1,50-75,4-5,2
9863545,150000,4,2,1,>150,4-5,2
9865242,62500,2,2,1,50-75,2,2
9866848,62500,2,2,1,50-75,2,2
9867051,87500,6,6,0,75-100,>=6,5-6
9868343,112500,6,5,1,100-150,>=6,5-6
9873317,87500,3,2,0,75-100,3,2
9873343,150000,2,2,1,>150,2,2
9875343,62500,2,2,1,50-75,2,2
9876343,62500,2,2,1,50-75,2,2
9881848,150000,2,2,1,>150,2,2
9883242,62500,2,2,1,50-75,2,2
9886242,62500,1,1,1,50-75,1,1
9887343,35000,4,4,1,25-50,4-5,3-4
9890444,150000,1,1,1,>150,1,1
9892141,35000,2,1,1,25-50,2,1
9892848,45000,4,2,1,25-50,4-5,2
9895545,62500,4,2,1,50-75,4-5,2
9895747,150000,2,2,1,>150,2,2
9896747,87500,3,2,1,75-100,3,2
9896848,62500,3,2,1,50-75,3,2
9897646,87500,1,1,1,75-100,1,1
9899242,87500,6,4,1,75-100,>=6,3-4
9904545,45000,5,3,1,25-50,4-5,3-4
9905444,87500,4,2,1,75-100,4-5,2
9906242,150000,4,3,1,>150,4-5,3-4
9910646,10000,3,2,1,<25,3,2
9918848,150000,4,3,1,>150,4-5,3-4
9923848,87500,3,3,1,75-100,3,3-4
9924444,87500,6,4,1,75-100,>=6,3-4
9924966,35000,1,1,0,25-50,1,1
9927343,62500,2,2,1,50-75,2,2
9931343,150000,4,4,1,>150,4-5,3-4
9933141,62500,3,3,1,50-75,3,3-4
9935747,45000,2,1,1,25-50,2,1
9940141,25000,3,2,1,25-50,3,2
9941141,87500,4,2,1,75-100,4-5,2
9944747,150000,2,2,1,>150,2,2
9944848,62500,1,1,1,50-75,1,1
9946848,150000,3,2,1,>150,3,2
9960545,25000,5,2,1,25-50,4-5,2
9961343,35000,3,2,1,25-50,3,2
9963343,45000,5,5,1,25-50,4-5,5-6
9967646,150000,5,2,1,>150,4-5,2
9968747,87500,3,2,1,75-100,3,2
9972444,87500,2,2,1,75-100,2,2
9974940,62500,1,1,0,50-75,1,1
9975242,62500,1,1,1,50-75,1,1
9978242,45000,1,1,1,25-50,1,1
9978848,87500,1,1,1,75-100,1,1
9980512,62500,2,1,0,50-75,2,1
9983242,62500,2,2,1,50-75,2,2
9985343,150000,3,2,1,>150,3,2
9989848,45000,4,2,1,25-50,4-5,2
9991343,112500,5,3,1,100-150,4-5,3-4
